PD,LGD,EAD,DF,Stage,ECL_base,ECL_Optimistic,ECL_Base,ECL_Pessimistic,ECL_weighted,actual_default
0.1525,0.45,17700.0,0.9524,2,1156.6806,2429.0293,3470.0419,5205.0628,3643.544,0
0.086,0.45,64800.0,0.9524,1,2387.2169,1671.0518,2387.2169,3580.8254,2506.5777,0
0.1236,0.45,126000.0,0.9524,2,6671.7142,14010.5998,20015.1426,30022.7139,21015.8998,0
0.1304,0.45,64800.0,0.9524,2,3620.9556,7604.0067,10862.8667,16294.3,11406.01,0
0.09,0.45,79860.0,0.9524,1,3079.7843,2155.849,3079.7843,4619.6764,3233.7735,0
0.4567,0.45,45360.0,0.9524,2,8879.0986,18646.107,26637.2957,39955.9436,27969.1605,0
0.2429,0.45,78744.0,0.9524,2,8198.8767,17217.641,24596.63,36894.945,25826.4615,0
0.1347,0.45,64800.0,0.9524,2,3742.0713,7858.3497,11226.2139,16839.3209,11787.5246,0
0.5389,0.45,13749.0,0.9524,3,3175.6247,6668.812,9526.8742,14290.3114,10003.218,0
0.2784,0.45,64998.0,0.9524,2,7755.3946,16286.3286,23266.1837,34899.2756,24429.4929,0
0.4641,0.45,64800.0,0.9524,2,12888.9029,27066.6962,38666.7088,58000.0633,40600.0443,0
0.2773,0.45,64800.0,0.9524,2,7702.3738,16174.985,23107.1215,34660.6822,24262.4776,0
0.7517,0.45,64800.0,0.9524,3,20876.3781,43840.394,62629.1342,83314.2857,63103.237,1
0.6077,0.45,5345.1429,0.9524,3,1392.1853,2923.5891,4176.5558,6264.8337,4385.3836,0
0.1998,0.45,36000.0,0.9524,2,3081.9913,6472.1818,9245.974,13868.9611,9708.2727,0
0.2894,0.45,38400.0,0.9524,2,4762.9178,10002.1274,14288.7534,21433.1301,15003.1911,0
0.1325,0.45,86910.0,0.9524,2,4935.1357,10363.785,14805.4072,22208.1108,15545.6776,0
0.2627,0.45,55314.0,0.9524,2,6228.6166,13080.0949,18685.8498,28028.7747,19620.1423,0
0.155,0.45,18000.0,0.9524,2,1195.3983,2510.3363,3586.1948,5379.2921,3765.5045,0
0.4452,0.45,120000.0,0.9524,2,22897.6117,48084.9845,68692.835,103039.2525,72127.4767,0
0.3351,0.45,63180.0,0.9524,2,9072.6118,19052.4848,27217.8354,40826.753,28578.7271,0
0.1394,0.45,30000.0,0.9524,2,1791.7634,3762.7031,5375.2901,8062.9352,5644.0546,0
0.0654,0.45,64800.0,0.9524,1,1815.7411,1271.0188,1815.7411,2723.6117,1906.5282,0
0.2262,0.45,78000.0,0.9524,2,7561.2667,15878.6601,22683.8001,34025.7001,23817.9901,0
0.9908,0.45,64800.0,0.9524,3,27514.6074,57780.6755,82543.8221,83314.2857,76545.6514,0
0.9282,0.45,0.0,0.9524,3,0.0,0.0,0.0,0.0,0.0,0
0.9343,0.45,17250.0,0.9524,3,6907.1602,14505.0364,20721.4806,22178.5714,19531.6423,0
0.5208,0.45,39024.0,0.9524,3,8709.876,18290.7397,26129.6281,39194.4422,27436.1095,1
0.0869,0.45,84864.0,0.9524,1,3161.1657,2212.816,3161.1657,4741.7486,3319.224,0
0.146,0.45,85008.0,0.9524,2,5319.0578,11170.0214,15957.1734,23935.7601,16755.0321,0
0.1418,0.45,64800.0,0.9524,2,3938.346,8270.5265,11815.0379,17722.5568,12405.7898,0
0.5737,0.45,48000.0,0.9524,3,11801.416,24782.9736,35404.2481,53106.3721,37174.4605,1
0.1114,0.45,64800.0,0.9524,2,3094.3166,6498.0648,9282.9497,13924.4245,9747.0972,0
0.6061,0.45,64800.0,0.9524,3,16831.3319,35345.7969,50493.9956,75740.9934,53018.6954,0
0.0883,0.45,111768.0,0.9524,1,4229.7153,2960.8007,4229.7153,6344.5729,4441.201,0
0.1409,0.45,64800.0,0.9524,2,3914.3365,8220.1067,11743.0096,17614.5144,12330.1601,0
0.2904,0.45,30000.0,0.9524,2,3733.6313,7840.6256,11200.8938,16801.3407,11760.9385,0
0.6744,0.45,32400.0,0.9524,3,9363.9183,19664.2284,28091.7549,41657.1429,29376.2203,1
0.2341,0.45,64800.0,0.9524,2,6500.263,13650.5524,19500.7891,29251.1836,20475.8285,0
0.144,0.45,21600.0,0.9524,2,1332.8673,2799.0212,3998.6018,5997.9027,4198.5319,0
0.4128,0.45,64800.0,0.9524,2,11462.8713,24072.0296,34388.6138,51582.9206,36108.0445,0
0.168,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.2307,0.45,48000.0,0.9524,2,4745.6703,9965.9076,14237.0109,21355.5163,14948.8614,0
0.1672,0.45,32760.0,0.9524,2,2347.0361,4928.7759,7041.1084,10561.6625,7393.1638,0
0.6971,0.45,9840.0,0.9524,3,2939.5689,6173.0947,8818.7068,12651.4286,9115.4842,0
0.5679,0.45,25782.0,0.9524,3,6274.5327,13176.5188,18823.5982,28235.3973,19764.7781,0
0.3972,0.45,64800.0,0.9524,2,11029.5334,23162.0202,33088.6003,49632.9004,34743.0303,0
0.1535,0.45,48000.0,0.9524,2,3157.8977,6631.5852,9473.6932,14210.5397,9947.3778,0
0.2134,0.45,84000.0,0.9524,2,7682.0075,16132.2158,23046.0226,34569.0339,24198.3238,0
0.6893,0.45,64800.0,0.9524,3,19143.2833,40200.8949,57429.8499,83314.2857,59593.7201,0
0.1749,0.45,64800.0,0.9524,2,4858.2887,10202.4064,14574.8662,21862.2993,15303.6095,0
0.2283,0.45,30000.0,0.9524,2,2935.1035,6163.7173,8805.3104,13207.9657,9245.576,0
0.6373,0.45,64800.0,0.9524,3,17698.357,37166.5496,53095.0709,79642.6063,55749.8244,0
0.8697,0.45,10664.0,0.9524,3,3974.7142,8346.8997,11924.1425,13710.8571,11476.5105,0
0.1479,0.45,64800.0,0.9524,2,4107.0602,8624.8264,12321.1806,18481.7709,12937.2396,0
0.1716,0.45,32400.0,0.9524,2,2382.9615,5004.2191,7148.8844,10723.3266,7506.3286,0
0.2351,0.45,64800.0,0.9524,2,6529.7939,13712.5672,19589.3817,29384.0726,20568.8508,0
0.202,0.45,5852.0,0.9524,2,506.7371,1064.1478,1520.2112,2280.3168,1596.2218,0
0.272,0.45,36750.0,0.9524,2,4284.7416,8997.9574,12854.2249,19281.3374,13496.9362,0
0.3853,0.45,16200.0,0.9524,2,2675.2141,5617.9495,8025.6422,12038.4633,8426.9243,0
0.5735,0.45,28600.0,0.9524,3,7029.8808,14762.7498,21089.6425,31634.4638,22144.1247,0
0.5264,0.45,64800.0,0.9524,3,14618.6118,30699.0847,43855.8353,65783.753,46048.6271,0
0.3517,0.45,19500.0,0.9524,2,2938.8205,6171.5231,8816.4616,13224.6924,9257.2847,0
0.3898,0.45,84000.0,0.9524,2,14031.1607,29465.4375,42093.4821,63140.2232,44198.1562,0
0.1815,0.45,43200.0,0.9524,2,3360.9912,7058.0815,10082.9736,15124.4604,10587.1223,0
0.1676,0.45,88476.0,0.9524,2,6355.4176,13346.3771,19066.2529,28599.3794,20019.5656,0
0.4654,0.45,20400.0,0.9524,2,4069.1295,8545.1719,12207.3885,18311.0827,12817.7579,0
0.1592,0.45,91200.0,0.9524,2,6221.2788,13064.6854,18663.8364,27995.7545,19597.0282,0
0.2151,0.45,20280.0,0.9524,2,1869.7584,3926.4926,5609.2751,8413.9127,5889.7389,0
0.5408,0.45,129996.0,0.9524,3,30127.371,63267.4791,90382.113,135573.1696,94901.2187,0
0.1472,0.45,64800.0,0.9524,2,4086.7913,8582.2618,12260.374,18390.561,12873.3927,0
0.2476,0.45,54468.0,0.9524,2,5780.8029,12139.6861,17342.4087,26013.613,18209.5291,0
0.1701,0.45,122492.0,0.9524,2,8931.818,18756.8179,26795.4541,40193.1811,28135.2268,0
0.1243,0.45,64800.0,0.9524,2,3451.0098,7247.1205,10353.0293,15529.5439,10870.6807,0
0.7776,0.45,13500.0,0.9524,3,4499.02,9447.9419,13497.0599,17357.1429,13449.8011,1
0.4222,0.45,21264.0,0.9524,2,3847.4867,8079.7221,11542.4601,17313.6902,12119.5831,0
0.5133,0.45,32400.0,0.9524,3,7127.6121,14967.9854,21382.8363,32074.2544,22451.9781,0
0.4549,0.45,48000.0,0.9524,2,9358.066,19651.9386,28074.198,42111.2971,29477.9079,0
0.5072,0.45,109200.0,0.9524,3,23737.3122,49848.3556,71211.9366,106817.9049,74772.5334,0
0.5709,0.45,85992.0,0.9524,3,21039.0449,44181.9943,63117.1347,94675.702,66272.9914,0
0.4489,0.45,19384.0,0.9524,2,3729.458,7831.8618,11188.374,16782.561,11747.7927,0
0.3581,0.45,54000.0,0.9524,2,8288.5822,17406.0226,24865.7465,37298.6198,26109.0338,0
0.8019,0.45,63000.0,0.9524,3,21650.0199,45465.0419,64950.0598,81000.0,64091.2904,0
0.2309,0.45,24000.0,0.9524,2,2374.7093,4986.8895,7124.1279,10686.1918,7480.3343,0
0.2701,0.45,35556.0,0.9524,2,4116.5987,8644.8572,12349.796,18524.6939,12967.2857,0
0.0863,0.45,64800.0,0.9524,1,2395.6634,1676.9644,2395.6634,3593.4951,2515.4466,0
0.2836,0.45,84996.0,0.9524,2,10332.3594,21697.9548,30997.0782,46495.6173,32546.9321,0
0.6695,0.45,15900.0,0.9524,3,4561.8708,9579.9286,13685.6123,20442.8571,14348.5026,0
0.2124,0.45,32400.0,0.9524,2,2948.8208,6192.5236,8846.4623,13269.6935,9288.7855,0
0.654,0.45,15200.0,0.9524,3,4260.1995,8946.4189,12780.5984,19170.8975,13419.6283,0
0.5412,0.45,117996.0,0.9524,3,27369.8771,57476.7418,82109.6312,123164.4468,86215.1128,0
0.4388,0.45,45000.0,0.9524,3,8463.1005,17772.5111,25389.3015,38083.9523,26658.7666,1
0.4341,0.45,64788.0,0.9524,2,12053.1504,25311.6158,36159.4511,54239.1767,37967.4237,0
0.8548,0.45,22410.0,0.9524,3,8209.4859,17239.9204,24628.4577,28812.8571,23827.4233,0
0.2233,0.45,15411.0,0.9524,2,1474.5514,3096.5579,4423.6542,6635.4813,4644.8369,0
0.1425,0.45,56400.0,0.9524,2,3444.6636,7233.7935,10333.9907,15500.9861,10850.6902,0
0.999,0.45,40800.0,0.9524,3,17467.7088,36682.1884,52403.1263,52457.1429,48486.396,1
0.3136,0.45,64800.0,0.9524,2,8707.9075,18286.6058,26123.7225,39185.5838,27429.9087,0
0.1144,0.45,50400.0,0.9524,2,2471.9893,5191.1774,7415.9678,11123.9517,7786.7662,0
0.2729,0.45,43920.0,0.9524,2,5137.2628,10788.2518,15411.7883,23117.6824,16182.3777,0
0.2617,0.45,19516.0,0.9524,2,2188.7804,4596.4388,6566.3412,9849.5118,6894.6582,0
0.2425,0.45,25000.0,0.9524,2,2598.4921,5456.8333,7795.4762,11693.2143,8185.25,0
0.3744,0.45,64800.0,0.9524,2,10398.1171,21836.046,31194.3514,46791.5271,32754.069,0
0.5845,0.45,33792.0,0.9524,3,8465.4467,17777.4381,25396.3401,38094.5102,26666.1572,1
0.8698,0.45,15000.0,0.9524,3,5591.6536,11742.4726,16774.9608,19285.7143,16144.5271,1
0.5078,0.45,37200.0,0.9524,3,8095.9983,17001.5965,24287.995,36431.9924,25502.3947,0
0.7812,0.45,21600.0,0.9524,3,7231.366,15185.8686,21694.0979,27771.4286,21586.3733,0
0.2502,0.45,50340.0,0.9524,2,5397.0496,11333.8041,16191.1488,24286.7231,17000.7062,0
0.5139,0.45,96000.0,0.9524,3,21143.6877,44401.7441,63431.063,95146.5945,66602.6162,0
0.3892,0.45,74724.0,0.9524,2,12463.0406,26172.3853,37389.1219,56083.6829,39258.578,0
0.0959,0.45,76212.0,0.9524,1,3132.5898,2192.8128,3132.5898,4698.8846,3289.2192,0
0.6773,0.45,15714.0,0.9524,3,4561.3963,9578.9321,13684.1888,20203.7143,14287.756,0
0.2122,0.45,111996.0,0.9524,2,10183.7143,21385.8,30551.1429,45826.7143,32078.7,0
0.9434,0.45,60000.0,0.9524,3,24259.1022,50944.1147,72777.3067,77142.8571,68410.3963,0
0.0758,0.45,126000.0,0.9524,1,4095.4351,2866.8046,4095.4351,6143.1527,4300.2069,0
0.1144,0.45,94344.0,0.9524,2,4625.2206,9712.9633,13875.6619,20813.4928,14569.445,0
0.2359,0.45,62852.0,0.9524,2,6355.3919,13346.323,19066.1757,28599.2636,20019.4845,0
0.109,0.45,64800.0,0.9524,2,3028.3239,6359.4802,9084.9717,13627.4576,9539.2203,0
0.7599,0.45,33996.0,0.9524,3,11071.6699,23250.5067,33215.0096,43709.1429,33347.4172,0
0.7691,0.45,31200.0,0.9524,3,10283.9753,21596.3482,30851.9259,40114.2857,30853.6214,0
0.1765,0.45,36000.0,0.9524,2,2723.16,5718.6359,8169.4799,12254.2199,8577.9539,0
0.1526,0.45,64800.0,0.9524,2,4236.7846,8897.2477,12710.3539,19065.5309,13345.8716,0
0.5634,0.45,66000.0,0.9524,3,15935.3099,33464.1507,47805.9296,71708.8944,50196.2261,0
0.7555,0.45,42000.0,0.9524,3,13599.6756,28559.3188,40799.0268,54000.0,41039.3431,1
0.549,0.45,17170.0,0.9524,3,4039.898,8483.7858,12119.6941,18179.5411,12725.6788,0
0.9347,0.45,64800.0,0.9524,3,25958.8324,54513.5481,77876.4973,83314.2857,73395.2071,0
0.5526,0.45,6768.0,0.9524,3,1602.8695,3366.026,4808.6085,7212.9128,5049.039,0
0.2804,0.45,16509.6,0.9524,2,1983.9982,4166.3961,5951.9945,8927.9917,6249.5942,0
0.5268,0.45,15200.0,0.9524,3,3431.9828,7207.164,10295.9485,15443.9228,10810.746,1
0.2363,0.45,157728.0,0.9524,2,15973.0899,33543.4887,47919.2696,71878.9044,50315.2331,0
0.121,0.45,33000.0,0.9524,2,1711.1701,3593.4572,5133.5103,7700.2655,5390.1858,0
0.6325,0.45,30400.0,0.9524,3,8240.6552,17305.376,24721.9657,37082.9485,25958.064,0
0.245,0.45,69960.0,0.9524,2,7344.5142,15423.4798,22033.5426,33050.3139,23135.2198,0
0.7389,0.45,26400.0,0.9524,3,8359.9134,17555.8181,25079.7402,33942.8571,25414.5389,0
0.1814,0.45,31732.0,0.9524,2,2466.3336,5179.3005,7399.0007,11098.501,7768.9507,0
0.7062,0.45,11664.0,0.9524,3,3529.9962,7412.9921,10589.9887,14996.5714,10897.3852,1
0.4275,0.45,27000.0,0.9524,2,4947.0452,10388.795,14841.1357,22261.7035,15583.1925,0
0.5271,0.45,80448.0,0.9524,3,18173.9666,38165.3298,54521.8997,81782.8495,57247.9946,1
0.4046,0.45,77964.0,0.9524,2,13518.3753,28388.588,40555.1258,60832.6887,42582.8821,0
0.4852,0.45,50400.0,0.9524,2,10479.7669,22007.5104,31439.3006,47158.951,33011.2657,0
0.9448,0.45,10000.0,0.9524,3,4049.1035,8503.1174,12147.3106,12857.1429,11413.7204,0
0.168,0.45,66024.0,0.9524,2,4754.9738,9985.445,14264.9214,21397.3821,14978.1675,0
0.1566,0.45,64800.0,0.9524,2,4348.4901,9131.8292,13045.4704,19568.2055,13697.7439,0
0.3303,0.45,22557.0,0.9524,2,3193.3101,6705.9511,9579.9302,14369.8953,10058.9267,0
0.1345,0.45,63186.0,0.9524,2,3641.3176,7646.767,10923.9529,16385.9293,11470.1505,0
0.2172,0.45,72000.0,0.9524,2,6703.4232,14077.1888,20110.2697,30165.4046,21115.7832,0
0.088,0.45,123996.0,0.9524,1,4677.2717,3274.0902,4677.2717,7015.9075,4911.1353,0
0.157,0.45,19200.0,0.9524,2,1291.7303,2712.6337,3875.191,5812.7865,4068.9506,0
0.5762,0.45,35100.0,0.9524,3,8667.3777,18201.4932,26002.1332,39003.1997,27302.2398,0
0.5375,0.45,89772.0,0.9524,3,20679.9845,43427.9674,62039.9535,93059.9302,65141.9512,0
0.325,0.45,152838.0,0.9524,2,21287.8059,44704.3923,63863.4176,95795.1264,67056.5885,0
0.1489,0.45,46500.0,0.9524,2,2967.7751,6232.3278,8903.3254,13354.9882,9348.4917,0
0.434,0.45,26241.0,0.9524,2,4880.2881,10248.6051,14640.8644,21961.2967,15372.9077,0
0.2206,0.45,39000.0,0.9524,2,3686.4772,7741.6021,11059.4315,16589.1473,11612.4031,0
0.5978,0.45,6.0,0.9524,3,1.5371,3.2279,4.6113,6.9169,4.8418,0
0.1846,0.45,78468.0,0.9524,2,6208.791,13038.4612,18626.3731,27939.5597,19557.6918,0
0.6867,0.45,40976.0,0.9524,3,12059.6367,25325.237,36178.9101,52683.4286,37591.6214,0
0.4619,0.45,37500.0,0.9524,2,7422.9669,15588.2304,22268.9006,33403.3509,23382.3456,0
0.2193,0.45,9120.0,0.9524,2,857.031,1799.7651,2571.093,3856.6395,2699.6477,0
0.2733,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.5742,0.45,50196.0,0.9524,3,12352.7717,25940.8205,37058.315,55587.4726,38911.2308,0
0.1794,0.45,29700.0,0.9524,2,2283.9045,4796.1995,6851.7135,10277.5703,7194.2992,0
0.2415,0.45,29112.0,0.9524,2,3012.9082,6327.1072,9038.7246,13558.087,9490.6609,0
0.3746,0.45,32400.0,0.9524,3,5201.183,10922.4844,15603.5491,23405.3236,16383.7265,1
0.2322,0.45,54000.0,0.9524,2,5374.4441,11286.3326,16123.3323,24184.9985,16929.4989,0
0.3343,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.1142,0.45,51000.0,0.9524,2,2495.6035,5240.7674,7486.8106,11230.2159,7861.1512,0
0.1645,0.45,31200.0,0.9524,2,2200.0632,4620.1328,6600.1897,9900.2846,6930.1992,0
0.1756,0.45,32196.0,0.9524,2,2423.3586,5089.053,7270.0757,10905.1136,7633.5795,0
0.3412,0.45,19500.0,0.9524,2,2851.1502,5987.4155,8553.4507,12830.1761,8981.1233,0
0.121,0.45,64800.0,0.9524,2,3359.1612,7054.2385,10077.4835,15116.2253,10581.3577,0
0.215,0.45,69996.0,0.9524,2,6450.2593,13545.5445,19350.7779,29026.1668,20318.3168,0
0.1716,0.45,66000.0,0.9524,2,4853.8349,10193.0533,14561.5048,21842.2571,15289.58,0
0.4351,0.45,91200.0,0.9524,2,17005.6977,35711.9653,51017.0932,76525.6399,53567.9479,0
0.4564,0.45,43920.0,0.9524,2,8591.681,18042.5302,25775.0431,38662.5647,27063.7953,0
0.1969,0.45,126000.0,0.9524,2,10630.6437,22324.3517,31891.931,47837.8966,33486.5276,0
0.4501,0.45,55992.0,0.9524,2,10800.6239,22681.3101,32401.8716,48602.8074,34021.9652,0
0.1983,0.45,19828.0,0.9524,2,1685.3782,3539.2942,5056.1346,7584.2019,5308.9414,0
0.1843,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.2036,0.45,50400.0,0.9524,2,4397.4428,9234.6298,13192.3283,19788.4925,13851.9447,0
0.1802,0.45,96996.0,0.9524,2,7492.6647,15734.5958,22477.994,33716.991,23601.8937,0
0.2409,0.45,12960.0,0.9524,2,1337.9515,2809.6982,4013.8546,6020.782,4214.5474,0
0.1586,0.45,21600.0,0.9524,2,1467.8757,3082.539,4403.6271,6605.4406,4623.8084,0
0.5175,0.45,22538.4,0.9524,3,4998.8049,10497.4903,14996.4147,22494.622,15746.2354,0
0.3378,0.45,67836.0,0.9524,2,9820.2993,20622.6286,29460.898,44191.347,30933.9429,0
0.2899,0.45,37920.0,0.9524,2,4711.5111,9894.1733,14134.5334,21201.8,14841.26,0
0.2498,0.45,12.0,0.9524,2,1.2848,2.6981,3.8544,5.7815,4.0471,0
0.2874,0.45,20800.0,0.9524,2,2561.528,5379.2087,7684.5839,11526.8758,8068.8131,0
0.5295,0.45,45000.0,0.9524,3,10211.3544,21443.8442,30634.0632,45951.0948,32165.7663,0
0.1631,0.45,64800.0,0.9524,2,4528.3915,9509.6222,13585.1745,20377.7618,14264.4332,0
0.6266,0.45,24000.0,0.9524,3,6445.4642,13535.4748,19336.3926,29004.5888,20303.2122,0
0.1719,0.45,47400.0,0.9524,2,3491.4373,7332.0182,10474.3118,15711.4677,10998.0274,0
0.2516,0.45,114000.0,0.9524,2,12291.3273,25811.7873,36873.9819,55310.9728,38717.681,0
0.1213,0.45,148800.0,0.9524,2,7738.1842,16250.1867,23214.5525,34821.8287,24375.2801,0
0.2145,0.45,35664.0,0.9524,2,3279.1791,6886.276,9837.5372,14756.3058,10329.414,0
0.2445,0.45,120000.0,0.9524,2,12575.6972,26408.9641,37727.0915,56590.6373,39613.4461,0
0.3605,0.45,95508.0,0.9524,2,14754.2769,30983.9815,44262.8307,66394.2461,46475.9723,0
0.5668,0.45,74000.0,0.9524,3,17976.3693,37750.3755,53929.1079,80893.6619,56625.5633,0
0.2831,0.45,16620.0,0.9524,2,2016.1895,4233.9979,6048.5685,9072.8527,6350.9969,0
0.7344,0.45,48000.0,0.9524,3,15107.1324,31724.9781,45321.3973,61714.2857,46020.5146,0
0.8005,0.45,42000.0,0.9524,3,14408.8042,30258.4888,43226.4125,54000.0,42677.8284,1
0.1442,0.45,79992.0,0.9524,2,4942.8555,10379.9965,14828.5664,22242.8497,15569.9948,0
0.1877,0.45,64800.0,0.9524,2,5211.6526,10944.4705,15634.9579,23452.4368,16416.7058,0
0.0838,0.45,64800.0,0.9524,1,2325.9738,1628.1817,2325.9738,3488.9608,2442.2725,0
0.4469,0.45,56850.0,0.9524,2,10887.7199,22864.2119,32663.1598,48994.7397,34296.3178,0
0.873,0.45,64800.0,0.9524,3,24244.6375,50913.7388,72733.9126,83314.2857,69923.9624,0
0.1207,0.45,24.0,0.9524,2,1.2415,2.6071,3.7244,5.5866,3.9106,0
0.5619,0.45,21600.0,0.9524,3,5201.8914,10923.9718,15605.6741,23408.5111,16385.9578,0
0.2771,0.45,120000.0,0.9524,2,14252.4825,29930.2133,42757.4476,64136.1714,44895.32,0
0.3222,0.45,33600.0,0.9524,2,4640.3069,9744.6445,13920.9208,20881.3811,14616.9668,0
0.1105,0.45,64800.0,0.9524,2,3068.9546,6444.8047,9206.8638,13810.2958,9667.207,0
0.1345,0.45,54000.0,0.9524,2,3112.2944,6535.8183,9336.8833,14005.3249,9803.7274,0
0.1902,0.45,38924.0,0.9524,2,3173.6176,6664.597,9520.8529,14281.2793,9996.8955,0
0.3164,0.45,6519.4286,0.9524,2,884.051,1856.507,2652.1529,3978.2294,2784.7606,0
0.1742,0.45,62400.0,0.9524,2,4659.8817,9785.7515,13979.645,20969.4676,14678.6273,0
0.1832,0.45,16200.0,0.9524,2,1272.1413,2671.4967,3816.4238,5724.6358,4007.245,0
0.1213,0.45,64800.0,0.9524,2,3369.3333,7075.6,10108.0,15162.0,10613.4,0
0.4105,0.45,63396.0,0.9524,2,11152.4155,23420.0725,33457.2464,50185.8696,35130.1088,0
0.1211,0.45,126000.0,0.9524,2,6537.7627,13729.3017,19613.2881,29419.9321,20593.9525,0
0.7323,0.45,21000.0,0.9524,3,6591.0955,13841.3006,19773.2866,27000.0,20096.9685,0
0.8817,0.45,75000.0,0.9524,3,28341.7286,59517.63,85025.1857,96428.5714,81499.1432,0
0.4935,0.45,70776.0,0.9524,2,14969.0691,31435.045,44907.2072,67360.8108,47152.5675,0
0.1049,0.45,64800.0,0.9524,2,2913.7371,6118.848,8741.2114,13111.817,9178.2719,0
0.3558,0.45,64800.0,0.9524,2,9881.36,20750.8561,29644.0801,44466.1202,31126.2841,0
0.2206,0.45,65304.0,0.9524,2,6175.0314,12967.5658,18525.0941,27787.6411,19451.3488,0
0.2611,0.45,64800.0,0.9524,2,7250.2482,15225.5212,21750.7446,32626.1169,22838.2818,0
0.6439,0.45,27400.0,0.9524,3,7561.3497,15878.8345,22684.0492,34026.0738,23818.2517,0
0.2346,0.45,76800.0,0.9524,2,7722.3768,16216.9912,23167.1303,34750.6954,24325.4868,0
0.2593,0.45,60000.0,0.9524,2,6666.6792,14000.0264,20000.0377,30000.0566,21000.0396,0
0.4399,0.45,45000.0,0.9524,2,8484.1091,17816.6291,25452.3272,38178.4908,26724.9436,0
0.6422,0.45,26900.0,0.9524,3,7404.0796,15548.5673,22212.2389,33318.3584,23322.8509,0
0.7959,0.45,11832.0,0.9524,3,4036.1277,8475.8681,12108.383,15212.5714,11976.3014,1
0.157,0.45,26332.0,0.9524,2,1772.22,3721.6621,5316.6601,7974.9901,5582.4931,0
0.3661,0.45,21216.0,0.9524,2,3328.4799,6989.8077,9985.4396,14978.1595,10484.7116,0
0.107,0.45,64800.0,0.9524,2,2972.5141,6242.2796,8917.5423,13376.3134,9363.4194,0
0.5105,0.45,92800.0,0.9524,3,20303.8102,42638.0015,60911.4307,91367.1461,63957.0023,0
0.8099,0.45,126000.0,0.9524,3,43732.2551,91837.7357,131196.7652,162000.0,129057.8165,0
0.1326,0.45,36000.0,0.9524,2,2045.2528,4295.031,6135.7585,9203.6378,6442.5464,0
0.3587,0.45,21996.0,0.9524,2,3380.9458,7099.9862,10142.8375,15214.2562,10649.9794,0
0.5989,0.45,9020.0,0.9524,3,2315.2838,4862.096,6945.8515,10418.7772,7293.144,0
0.2373,0.45,14400.0,0.9524,2,1464.4202,3075.2825,4393.2607,6589.8911,4612.9237,0
0.7004,0.45,24668.0,0.9524,3,7405.1228,15550.7578,22215.3683,31716.0,22924.3736,0
0.6461,0.45,15849.0,0.9524,3,4388.4897,9215.8283,13165.469,19748.2035,13823.7424,1
0.2268,0.45,61140.0,0.9524,2,5942.8105,12479.902,17828.4314,26742.6472,18719.853,0
0.4352,0.45,34668.0,0.9524,2,6465.5783,13577.7145,19396.7349,29095.1024,20366.5717,0
0.7835,0.45,61650.0,0.9524,3,20701.8541,43473.8937,62105.5624,79264.2857,61737.326,0
0.6289,0.45,16200.0,0.9524,3,4366.1602,9168.9364,13098.4806,19647.7209,13753.4046,0
0.1752,0.45,26208.0,0.9524,2,1967.2962,4131.322,5901.8885,8852.8328,6196.9829,0
0.3485,0.45,64800.0,0.9524,2,9678.9354,20325.7644,29036.8063,43555.2095,30488.6466,0
0.1126,0.45,126000.0,0.9524,2,6079.6047,12767.1699,18238.8142,27358.2213,19150.7549,0
0.5983,0.45,64800.0,0.9524,3,16616.0609,34893.7278,49848.1826,74772.2739,52340.5917,0
0.6073,0.45,50400.0,0.9524,3,13118.6716,27549.2104,39356.0148,59034.0223,41323.8156,0
0.988,0.45,74400.0,0.9524,3,31501.8586,66153.903,94505.5757,95657.1429,87705.5493,0
0.2743,0.45,60000.0,0.9524,2,7053.0944,14811.4982,21159.2831,31738.9247,22217.2473,0
0.4026,0.45,54600.0,0.9524,2,9419.9664,19781.9295,28259.8993,42389.849,29672.8943,0
0.0762,0.45,64800.0,0.9524,1,2115.7639,1481.0347,2115.7639,3173.6459,2221.5521,0
0.0776,0.45,64800.0,0.9524,1,2155.0922,1508.5645,2155.0922,3232.6383,2262.8468,0
0.4778,0.45,60036.0,0.9524,2,12292.6726,25814.6125,36878.0179,55317.0268,38721.9188,0
0.262,0.45,37236.0,0.9524,2,4181.5498,8781.2545,12544.6493,18816.974,13171.8818,0
0.1397,0.45,69096.0,0.9524,2,4137.8236,8689.4297,12413.4709,18620.2064,13034.1445,0
0.137,0.45,26172.0,0.9524,2,1537.1386,3227.9911,4611.4158,6917.1237,4841.9866,0
0.2832,0.45,15900.0,0.9524,2,1929.7882,4052.5552,5789.3646,8684.0468,6078.8328,0
0.1339,0.45,64800.0,0.9524,2,3718.034,7807.8714,11154.102,16731.1529,11711.8071,0
0.3259,0.45,75648.0,0.9524,2,10567.3042,22191.3389,31701.9127,47552.8691,33287.0084,0
0.2486,0.45,30000.0,0.9524,2,3196.3831,6712.4044,9589.1492,14383.7238,10068.6066,0
0.6193,0.45,109800.0,0.9524,3,29143.1011,61200.5123,87429.3033,131143.9549,91800.7684,0
0.1952,0.45,64800.0,0.9524,2,5420.2459,11382.5165,16260.7378,24391.1068,17073.7747,0
